year,month,id,group_name
2019,1,53,Economics
2019,2,60,Economics
2019,3,71,Economics
2019,4,72,Economics
2019,5,85,Economics
2019,6,80,Economics
2019,7,83,Economics
2019,8,100,Economics
2019,9,96,Economics
2019,10,94,Economics
2019,11,85,Economics
2019,12,84,Economics
2020,1,88,Economics
2020,2,93,Economics
2020,3,94,Economics
2020,4,129,Economics
2020,5,141,Economics
2020,6,166,Economics
2020,7,136,Economics
2020,8,106,Economics
2020,9,116,Economics
2020,10,152,Economics
2020,11,148,Economics
2020,12,168,Economics
2021,1,145,Economics
2021,2,207,Economics
2021,3,179,Economics
2021,4,152,Economics
2021,5,164,Economics
2021,6,149,Economics
2021,7,158,Economics
2021,8,125,Economics
2021,9,147,Economics
2021,10,145,Economics
2021,11,108,Economics
2010,10,1,Electrical Engineering and Systems Science
2010,11,1,Electrical Engineering and Systems Science
2011,10,3,Electrical Engineering and Systems Science
2011,11,1,Electrical Engineering and Systems Science
2012,4,2,Electrical Engineering and Systems Science
2012,7,2,Electrical Engineering and Systems Science
2012,8,1,Electrical Engineering and Systems Science
2013,1,1,Electrical Engineering and Systems Science
2013,3,1,Electrical Engineering and Systems Science
2013,6,2,Electrical Engineering and Systems Science
2013,8,2,Electrical Engineering and Systems Science
2013,10,1,Electrical Engineering and Systems Science
2014,9,1,Electrical Engineering and Systems Science
2014,10,1,Electrical Engineering and Systems Science
2014,12,1,Electrical Engineering and Systems Science
2015,1,1,Electrical Engineering and Systems Science
2015,2,6,Electrical Engineering and Systems Science
2015,3,3,Electrical Engineering and Systems Science
2015,6,2,Electrical Engineering and Systems Science
2015,7,1,Electrical Engineering and Systems Science
2015,8,1,Electrical Engineering and Systems Science
2015,9,1,Electrical Engineering and Systems Science
2015,10,3,Electrical Engineering and Systems Science
2015,12,3,Electrical Engineering and Systems Science
2016,1,3,Electrical Engineering and Systems Science
2016,2,1,Electrical Engineering and Systems Science
2016,3,4,Electrical Engineering and Systems Science
2016,5,6,Electrical Engineering and Systems Science
2016,7,2,Electrical Engineering and Systems Science
2016,8,1,Electrical Engineering and Systems Science
2016,9,4,Electrical Engineering and Systems Science
2016,10,6,Electrical Engineering and Systems Science
2016,11,3,Electrical Engineering and Systems Science
2016,12,5,Electrical Engineering and Systems Science
2017,1,2,Electrical Engineering and Systems Science
2017,2,1,Electrical Engineering and Systems Science
2017,3,7,Electrical Engineering and Systems Science
2017,4,5,Electrical Engineering and Systems Science
2017,5,11,Electrical Engineering and Systems Science
2017,6,4,Electrical Engineering and Systems Science
2017,7,15,Electrical Engineering and Systems Science
2017,8,18,Electrical Engineering and Systems Science
2017,9,85,Electrical Engineering and Systems Science
2017,10,179,Electrical Engineering and Systems Science
2017,11,234,Electrical Engineering and Systems Science
2017,12,177,Electrical Engineering and Systems Science
2018,1,191,Electrical Engineering and Systems Science
2018,2,263,Electrical Engineering and Systems Science
2018,3,318,Electrical Engineering and Systems Science
2018,4,261,Electrical Engineering and Systems Science
2018,5,268,Electrical Engineering and Systems Science
2018,6,324,Electrical Engineering and Systems Science
2018,7,348,Electrical Engineering and Systems Science
2018,8,272,Electrical Engineering and Systems Science
2018,9,254,Electrical Engineering and Systems Science
2018,10,364,Electrical Engineering and Systems Science
2018,11,456,Electrical Engineering and Systems Science
2018,12,340,Electrical Engineering and Systems Science
2019,1,315,Electrical Engineering and Systems Science
2019,2,323,Electrical Engineering and Systems Science
2019,3,395,Electrical Engineering and Systems Science
2019,4,507,Electrical Engineering and Systems Science
2019,5,687,Electrical Engineering and Systems Science
2019,6,870,Electrical Engineering and Systems Science
2019,7,1019,Electrical Engineering and Systems Science
2019,8,932,Electrical Engineering and Systems Science
2019,9,1046,Electrical Engineering and Systems Science
2019,10,1315,Electrical Engineering and Systems Science
2019,11,1169,Electrical Engineering and Systems Science
2019,12,1090,Electrical Engineering and Systems Science
2020,1,998,Electrical Engineering and Systems Science
2020,2,1267,Electrical Engineering and Systems Science
2020,3,1413,Electrical Engineering and Systems Science
2020,4,1487,Electrical Engineering and Systems Science
2020,5,1496,Electrical Engineering and Systems Science
2020,6,1350,Electrical Engineering and Systems Science
2020,7,1354,Electrical Engineering and Systems Science
2020,8,1351,Electrical Engineering and Systems Science
2020,9,1197,Electrical Engineering and Systems Science
2020,10,1403,Electrical Engineering and Systems Science
2020,11,1275,Electrical Engineering and Systems Science
2020,12,1108,Electrical Engineering and Systems Science
2021,1,978,Electrical Engineering and Systems Science
2021,2,1081,Electrical Engineering and Systems Science
2021,3,1390,Electrical Engineering and Systems Science
2021,4,1228,Electrical Engineering and Systems Science
2021,5,1141,Electrical Engineering and Systems Science
2021,6,1309,Electrical Engineering and Systems Science
2021,7,1188,Electrical Engineering and Systems Science
2021,8,1023,Electrical Engineering and Systems Science
2021,9,1200,Electrical Engineering and Systems Science
2021,10,1535,Electrical Engineering and Systems Science
2021,11,1003,Electrical Engineering and Systems Science
